prov_insc;cant_insc;parr_insc;mcap_bie;dur_mat;cau_div;nac_1;sexo_1;edad_1;hijos_1;p_etnica1;niv_inst1;nac_2;sexo_2;edad_2;hijos_2;p_etnica2;niv_inst2
Loja;Celica;Celica, cabecera cantonal; No;17;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;66;0;Mestizo; Primaria; Ecuatoriano;Mujer;35;6;Mestizo; Primaria
Imbabura;Otavalo;Jordán; No;26;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;48;0;Indígena; Secundaria; Ecuatoriano;Mujer;45;6;Indígena; Secundaria
Pichincha;Quito;Calderón; Sin información;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;33;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;29;6;Mestizo; Educación Básica
Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Coloradoss; No;55;Por mutuo consentimiento vía notarial; Extranjero;Hombre;73;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;73;9;Mestizo; Secundaria
Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Coloradoss; No;44;Por mutuo consentimiento vía notarial; Extranjero;Hombre;69;0;Mulato; Primaria; Ecuatoriano;Mujer;64;6;Mestizo; Primaria
Cañar;Azogues;Azogues; No;11;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial; Ecuatoriano;Hombre;31;0;Mestizo; Primaria; Ecuatoriano;Mujer;35;6;Mestizo; Primaria
Pichincha;Quito;Itchimbía; Sin información;30;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;65;0;Otro; Superior no Universitario; Ecuatoriano;Mujer;64;7;Mulato; Educación Básica
Guayas;Durán;Eloy Alfaro (Durán); No;12;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;35;6;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;38;0;Mestizo; Educación media o Bachillerato
Pichincha;Quito;Itchimbía; Sin información;1;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;22;0;Mestizo; Secundaria; Ecuatoriano;Mujer;21;1;Mestizo; Educación media o Bachillerato
Pichincha;Quito;Itchimbía; Sin información;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;22;0;Indígena; Secundaria; Ecuatoriano;Mujer;24;0;Indígena; Primaria
Carchi;Tulcán;González Suárez; No;1;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;21;0;Mestizo; Secundaria; Ecuatoriano;Mujer;24;0;Mestizo; Secundaria
Pichincha;Quito;Itchimbía; Sin información;0;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;21;0;Mestizo; Secundaria; Ecuatoriano;Mujer;19;0;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;83;0;Mestizo; Primaria; Ecuatoriano;Mujer;43;0;Mestizo; Primaria
Guayas;Guayaquil;Tarqui; Sin información;3;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;74;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;38;0;Mestizo; Educación media o Bachillerato
Manabí;Portoviejo;18 de Octubre; No;17;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;88;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;38;0;Mestizo; Educación media o Bachillerato
Manabí;Portoviejo;18 de Octubre; No;13;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;69;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;34;0;Mestizo; Educación media o Bachillerato
Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Coloradoss; Sin información;0;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;70;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;33;0;Mestizo; Superior Universitario
Manabí;Manta;Tarqui; No;0;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial; Ecuatoriano;Hombre;82;0;Mestizo;Ninguno; Ecuatoriano;Mujer;45;0;Mestizo; Educación media o Bachillerato
Azuay;Cuenca;San Blas; Si;24;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;82;0;Mestizo; Primaria; Ecuatoriano;Mujer;46;1;Mestizo; Primaria
Imbabura;Ibarra;San Francisco; No;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;87;0;Mestizo; Primaria; Ecuatoriano;Mujer;45;0;Mestizo; Educación media o Bachillerato
Tungurahua;Ambato;Huachi Chico; Sin información;0;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;88;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;51;0;Mestizo; Secundaria
Sucumbíos;Shushufindi;Shushufindi, cabecera cantonal; No;21;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;81;0;Mestizo; Primaria; Ecuatoriano;Mujer;42;0;Mestizo; Secundaria
Los Ríos;Quevedo;San Camilo; No;3;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;63;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;27;0;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;0;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;57;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;19;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;40;0;Mestizo; Secundaria; Ecuatoriano;Mujer;44;4;Mestizo; Secundaria
Chimborazo;Riobamba;Lizarzaburu; No;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;38;0;Mestizo; Primaria; Ecuatoriano;Mujer;35;1;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;26;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;46;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;44;0;Mestizo; Secundaria
Chimborazo;Riobamba;Lizarzaburu; No;40;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;62;0;Indígena; Educación media / Bachillerato; Ecuatoriano;Mujer;59;0;Indígena; Primaria
Chimborazo;Riobamba;Lizarzaburu; No;1;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;26;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;22;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;34;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;33;4;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;31;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;31;2;Mestizo; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;31;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;27;1;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;25;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;47;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;42;2;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;32;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;31;2;Mestizo; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;1;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;30;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;29;1;Mestizo; Superior no Universitario
Chimborazo;Riobamba;Lizarzaburu; No;4;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;32;0;Indígena; Secundaria; Ecuatoriano;Mujer;23;1;Indígena; Secundaria
Chimborazo;Riobamba;Lizarzaburu; No;27;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;48;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;48;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;42;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;65;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;63;0;Mestizo; Secundaria
Chimborazo;Riobamba;Lizarzaburu; No;33;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;51;0;Indígena; Educación Básica; Ecuatoriano;Mujer;51;0;Indígena; Primaria
Chimborazo;Riobamba;Lizarzaburu; Sin información;11;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;33;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;40;2;Mestizo; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;22;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;83;0;Mestizo; Secundaria; Ecuatoriano;Mujer;65;0;Mestizo; Secundaria
Chimborazo;Riobamba;Lizarzaburu; No;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;42;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;34;2;Mestizo; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;17;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;43;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;39;2;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;35;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;36;0;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;22;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;45;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;41;0;Mestizo; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;39;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;63;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;56;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;32;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;49;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;61;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;31;2;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;27;2;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;44;0;Indígena; Educación media / Bachillerato; Ecuatoriano;Mujer;31;1;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;33;0;Mestizo; Primaria; Ecuatoriano;Mujer;31;1;Mestizo; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;37;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;31;1;Mestizo; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;12;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;54;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;42;2;Mestizo; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;33;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial; Ecuatoriano;Hombre;53;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;56;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;45;0;Indígena; Educación Básica; Ecuatoriano;Mujer;62;0;Indígena;Ninguno
Chimborazo;Riobamba;Lizarzaburu; No;28;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;57;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;51;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;24;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial; Ecuatoriano;Hombre;44;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;40;2;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;30;2;Mestizo; Secundaria; Ecuatoriano;Mujer;28;0;Mestizo; Primaria
Chimborazo;Riobamba;Lizarzaburu; No;6;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;36;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;32;1;Mestizo; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;29;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;26;1;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;40;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;41;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; Sin información;47;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;66;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;65;0;Mestizo; Secundaria
Chimborazo;Riobamba;Lizarzaburu; No;21;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;42;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;41;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;9;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;32;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;35;0;Mestizo; Superior no Universitario
Chimborazo;Riobamba;Lizarzaburu; No;10;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;33;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;32;1;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;30;0;Indígena; Primaria; Ecuatoriano;Mujer;32;2;Indígena; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;46;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;46;1;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;32;2;Mestizo; Educación Básica; Ecuatoriano;Mujer;31;1;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;17;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;41;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;37;2;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;28;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;49;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;57;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;8;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;25;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;22;1;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;28;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;63;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;50;0;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; Sin información;17;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;44;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;44;2;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; Sin información;24;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;44;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;40;0;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;28;1;Mestizo; Secundaria; Ecuatoriano;Mujer;31;0;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;43;0;Indígena; Primaria; Ecuatoriano;Mujer;48;1;Indígena; Primaria
Chimborazo;Riobamba;Lizarzaburu; No;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;29;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;28;1;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;6;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;36;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;37;0;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;19;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;39;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;41;2;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;8;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial; Ecuatoriano;Hombre;35;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;31;2;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;25;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;25;1;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;3;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;45;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;38;2;Mestizo; Educación media o Bachillerato
Chimborazo;Riobamba;Lizarzaburu; No;18;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;35;0;Indígena; Secundaria; Ecuatoriano;Mujer;36;2;Indígena; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;21;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;39;1;Mestizo; Educación Básica; Ecuatoriano;Mujer;36;1;Indígena; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;34;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;58;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;54;0;Mestizo; Superior no Universitario
Chimborazo;Riobamba;Lizarzaburu; No;15;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;42;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;40;1;Mestizo; Superior Universitario
Chimborazo;Riobamba;Lizarzaburu; No;9;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;33;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;29;1;Mestizo; Educación Básica
Chimborazo;Riobamba;Lizarzaburu; No;8;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;34;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;27;1;Mestizo; Superior Universitario
Chimborazo;Alausí;Alausí, cabecera cantonal; No;14;Las amenazas graves de un cónyuge contra la vida del otro; Ecuatoriano;Hombre;32;0;Indígena; Educación Básica; Ecuatoriano;Mujer;31;2;Indígena; Educación Básica
Napo;Tena;Tena, cabecera cantonal y capital provincial; No;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;42;0;Indígena; Educación media / Bachillerato; Ecuatoriano;Mujer;39;2;Indígena; Educación media o Bachillerato
Chimborazo;Alausí;Alausí, cabecera cantonal; No;24;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;42;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;48;1;Mestizo; Educación media o Bachillerato
Chimborazo;Alausí;Alausí, cabecera cantonal; No;13;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;33;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;33;1;Mestizo; Educación media o Bachillerato
Napo;Tena;Tena, cabecera cantonal y capital provincial; No;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;49;0;Indígena; Educación media / Bachillerato; Ecuatoriano;Mujer;53;0;Indígena; Educación media o Bachillerato
Napo;Tena;Tena, cabecera cantonal y capital provincial; Sin información;23;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;44;0;Mestizo; Jardín de Infantes; Ecuatoriano;Mujer;46;0;Mestizo; Educación Básica
